ride_date,station_id,daily_ridership,raw_text_field,subway_ridership,bus_ridership,lirr_ridership,metro_north_ridership,access_a_ride_ridership,bridges_tunnels_ridership,pre_pandemic_comparison
2023-01-22,1,100000,MTA Aggregate,100000,100000,64883,61728,0,0,54
2023-01-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-01-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-01-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-01-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-01-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-01-28,1,100000,MTA Aggregate,100000,100000,98609,89845,0,0,57
2023-01-29,1,100000,MTA Aggregate,100000,100000,73109,65422,0,0,62
2023-01-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-01-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-02-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-02-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-02-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2023-02-04,1,100000,MTA Aggregate,100000,100000,69433,64032,0,0,36
2023-02-05,1,100000,MTA Aggregate,100000,100000,69379,62639,0,0,54
2023-02-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-02-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-02-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-02-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-02-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-02-11,1,100000,MTA Aggregate,100000,100000,94434,88281,0,0,38
2023-02-12,1,100000,MTA Aggregate,100000,100000,67457,63383,0,0,44
2023-02-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-02-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-02-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-02-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-02-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2023-02-18,1,100000,MTA Aggregate,100000,100000,91478,93213,0,0,30
2023-02-19,1,100000,MTA Aggregate,100000,100000,75448,75064,0,0,34
2023-02-20,1,100000,MTA Aggregate,100000,100000,90371,79984,0,0,55
2023-02-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-02-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-02-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-02-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2023-02-25,1,100000,MTA Aggregate,100000,100000,86403,81742,0,0,33
2023-02-26,1,100000,MTA Aggregate,100000,100000,74226,67702,0,0,39
2023-02-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-02-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-03-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-03-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-03-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2023-03-04,1,100000,MTA Aggregate,100000,100000,96720,84352,0,0,29
2023-03-05,1,100000,MTA Aggregate,100000,100000,81079,72918,0,0,39
2023-03-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-03-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-03-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-03-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-03-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-03-11,1,100000,MTA Aggregate,100000,100000,78979,88667,0,0,35
2023-03-12,1,100000,MTA Aggregate,100000,100000,75970,70403,0,0,49
2023-03-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-03-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-03-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-03-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-03-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-03-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2023-03-19,1,100000,MTA Aggregate,100000,100000,82032,72936,0,0,40
2023-03-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-03-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-03-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-03-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-03-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-03-25,1,100000,MTA Aggregate,100000,100000,89101,82702,0,0,35
2023-03-26,1,100000,MTA Aggregate,100000,100000,83054,81819,0,0,52
2023-03-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-03-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-03-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-03-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-03-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-04-01,1,100000,MTA Aggregate,100000,100000,82140,88096,0,0,30
2023-04-02,1,100000,MTA Aggregate,100000,100000,76059,79027,0,0,40
2023-04-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-04-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-04-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-04-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-04-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,30
2023-04-08,1,100000,MTA Aggregate,100000,100000,100000,99273,0,0,47
2023-04-09,1,100000,MTA Aggregate,100000,100000,98030,85620,0,0,59
2023-04-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-04-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-04-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-04-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-04-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2023-04-15,1,100000,MTA Aggregate,100000,100000,99793,100000,0,0,34
2023-04-16,1,100000,MTA Aggregate,100000,100000,80318,85026,0,0,40
2023-04-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-04-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-04-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-04-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-04-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-04-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2023-04-23,1,100000,MTA Aggregate,100000,100000,87793,79003,0,0,41
2023-04-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-04-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-04-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-04-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-04-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-04-29,1,100000,MTA Aggregate,100000,100000,85167,77009,0,0,37
2023-04-30,1,100000,MTA Aggregate,100000,100000,75065,65334,0,0,42
2023-05-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-05-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-05-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-05-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-05-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-05-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,53
2023-05-07,1,100000,MTA Aggregate,100000,100000,92076,83007,0,0,77
2023-05-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-05-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-05-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-05-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-05-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-05-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-05-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-05-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-05-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-05-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-05-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-05-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-05-20,1,100000,MTA Aggregate,100000,100000,100000,95625,0,0,41
2023-05-21,1,100000,MTA Aggregate,100000,100000,100000,91335,0,0,55
2023-05-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-05-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-05-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-05-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-05-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,33
2023-05-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,60
2023-05-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,69
2023-05-29,1,100000,MTA Aggregate,100000,100000,99456,86149,0,0,72
2023-05-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-05-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-06-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-06-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-06-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2023-06-04,1,100000,MTA Aggregate,100000,100000,100000,88859,0,0,40
2023-06-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-06-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-06-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-06-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2023-06-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2023-06-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2023-06-11,1,100000,MTA Aggregate,100000,100000,100000,98115,0,0,41
2023-06-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-06-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-06-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-06-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-06-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-06-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,52
2023-06-18,1,100000,MTA Aggregate,100000,100000,100000,95597,0,0,52
2023-06-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,105
2023-06-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-06-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-06-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-06-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-06-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-06-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,58
2023-06-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-06-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-06-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-06-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-06-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2023-07-01,1,100000,MTA Aggregate,100000,100000,100000,99597,0,0,54
2023-07-02,1,100000,MTA Aggregate,100000,100000,92780,74415,0,0,56
2023-07-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2023-07-04,1,100000,MTA Aggregate,100000,100000,96458,84010,0,0,65
2023-07-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-07-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-07-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-07-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,53
2023-07-09,1,100000,MTA Aggregate,100000,100000,95243,83783,0,0,54
2023-07-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-07-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,52
2023-07-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-07-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-07-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-07-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-07-16,1,100000,MTA Aggregate,100000,100000,89763,72406,0,0,44
2023-07-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-07-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-07-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-07-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-07-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2023-07-22,1,100000,MTA Aggregate,100000,100000,100000,93215,0,0,42
2023-07-23,1,100000,MTA Aggregate,100000,100000,100000,94729,0,0,42
2023-07-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-07-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,51
2023-07-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,53
2023-07-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-07-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-07-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-07-30,1,100000,MTA Aggregate,100000,100000,100000,91861,0,0,58
2023-07-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-08-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,53
2023-08-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,52
2023-08-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-08-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-08-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,60
2023-08-06,1,100000,MTA Aggregate,100000,100000,100000,96010,0,0,60
2023-08-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-08-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,53
2023-08-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,51
2023-08-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-08-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-08-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,60
2023-08-13,1,100000,MTA Aggregate,100000,100000,100000,93730,0,0,61
2023-08-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-08-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-08-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-08-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-08-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-08-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,57
2023-08-20,1,100000,MTA Aggregate,100000,100000,100000,94332,0,0,58
2023-08-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-08-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-08-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-08-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-08-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-08-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,57
2023-08-27,1,100000,MTA Aggregate,100000,100000,100000,85878,0,0,58
2023-08-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-08-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-08-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-08-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-09-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2023-09-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,64
2023-09-03,1,100000,MTA Aggregate,100000,100000,100000,90729,0,0,75
2023-09-04,1,100000,MTA Aggregate,100000,100000,100000,87538,0,0,75
2023-09-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2023-09-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-09-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-09-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-09-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,62
2023-09-10,1,100000,MTA Aggregate,100000,100000,96835,81850,0,0,55
2023-09-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-09-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-09-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-09-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-09-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-09-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,69
2023-09-17,1,100000,MTA Aggregate,100000,100000,100000,96229,0,0,75
2023-09-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-09-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,51
2023-09-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,51
2023-09-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-09-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-09-23,1,100000,MTA Aggregate,100000,100000,96073,86985,0,0,49
2023-09-24,1,100000,MTA Aggregate,100000,100000,83669,75103,0,0,64
2023-09-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2023-09-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-09-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-09-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-09-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,30
2023-09-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-10-01,1,100000,MTA Aggregate,100000,100000,94222,92724,0,0,53
2023-10-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-10-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-10-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-10-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-10-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2023-10-07,1,100000,MTA Aggregate,100000,100000,100000,95026,0,0,44
2023-10-08,1,100000,MTA Aggregate,100000,100000,98315,100000,0,0,72
2023-10-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,26
2023-10-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-10-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-10-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-10-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2023-10-14,1,100000,MTA Aggregate,100000,100000,100000,96158,0,0,50
2023-10-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,57
2023-10-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-10-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-10-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-10-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-10-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2023-10-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,54
2023-10-22,1,100000,MTA Aggregate,100000,100000,98471,93659,0,0,54
2023-10-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-10-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-10-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-10-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-10-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-10-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,66
2023-10-29,1,100000,MTA Aggregate,100000,100000,86843,80705,0,0,47
2023-10-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-10-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-11-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-11-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-11-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-11-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,74
2023-11-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,111
2023-11-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-11-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-11-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-11-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-11-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,182
2023-11-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,78
2023-11-12,1,100000,MTA Aggregate,100000,100000,99171,91623,0,0,64
2023-11-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-11-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-11-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-11-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-11-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-11-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,76
2023-11-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,67
2023-11-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-11-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-11-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-11-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,74
2023-11-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,121
2023-11-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,71
2023-11-26,1,100000,MTA Aggregate,100000,100000,100000,95729,0,0,60
2023-11-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-11-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-11-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-11-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-12-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-12-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,53
2023-12-03,1,100000,MTA Aggregate,100000,100000,87340,76999,0,0,48
2023-12-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-12-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,51
2023-12-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,51
2023-12-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-12-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2023-12-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,64
2023-12-10,1,100000,MTA Aggregate,100000,100000,90884,82225,0,0,49
2023-12-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-12-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2023-12-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,50
2023-12-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-12-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-12-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,62
2023-12-17,1,100000,MTA Aggregate,100000,100000,96415,88502,0,0,53
2023-12-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2023-12-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2023-12-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2023-12-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-12-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-12-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,54
2023-12-24,1,100000,MTA Aggregate,100000,100000,92540,77874,0,0,56
2023-12-25,1,100000,MTA Aggregate,100000,100000,80587,65350,0,0,49
2023-12-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,33
2023-12-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2023-12-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2023-12-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-12-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,56
2023-12-31,1,100000,MTA Aggregate,100000,100000,99817,89554,0,0,60
2024-01-01,1,100000,MTA Aggregate,100000,100000,82811,73957,0,0,74
2024-01-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2024-01-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2024-01-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2024-01-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2024-01-06,1,100000,MTA Aggregate,100000,100000,92741,82890,0,0,50
2024-01-07,1,100000,MTA Aggregate,100000,100000,72971,57280,0,0,56
2024-01-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2024-01-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2024-01-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2024-01-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2024-01-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
